ConfigurationId;EvolutionOperation(delete-merge-extract);GuidanceIdFromPaper;PreservesBehavior
370;delete;D0;true
371;delete;D0;true
372;delete;D0;true
373;delete;D0;true
374;delete;D0;true
375;delete;D0;true
376;delete;D0;true
377;delete;D0;true
378;delete;D0;true
379;delete;D0;true
380;delete;D0;true
381;delete;D0;true
382;delete;D0;true
383;delete;D0;true
384;delete;D0;true
385;delete;D0;true
386;delete;D0;true
387;delete;D0;true
388;delete;D0;true
389;delete;D0;true
390;delete;D0;true
391;delete;D0;true
392;delete;D0;true
393;delete;D0;true
394;delete;D0;true
395;delete;D0;true
396;delete;D0;true
397;delete;D0;true
398;delete;D0;true
399;delete;D0;true
400;delete;D0;true
401;delete;D0;true
402;delete;D0;true
403;delete;D0;true
404;delete;D0;true
405;delete;D0;true
406;delete;D0;true
407;delete;D0;true
408;delete;D0;true
409;delete;D0;true
410;delete;D0;true
411;delete;D0;true
412;delete;D0;true
413;delete;D0;true
414;delete;D0;true
415;delete;D0;true
416;delete;D0;true
417;delete;D0;true
418;delete;D0;true
419;delete;D0;true
420;delete;D0;true
421;delete;D0;true
422;delete;D0;true
423;delete;D0;true
424;delete;D0;true
425;delete;D0;true
426;delete;D0;true
427;delete;D0;true
428;delete;D0;true
429;delete;D0;true
430;delete;D0;true
431;delete;D0;true
432;delete;D0;true
433;delete;D0;true
434;delete;D0;true
435;delete;D0;true
436;delete;D0;true
437;delete;D0;true
438;delete;D0;true
439;delete;D0;true
440;delete;D0;true
441;delete;D0;true
442;delete;D0;true
443;delete;D0;true
444;delete;D0;true
445;delete;D0;true
446;delete;D0;true
447;delete;D0;true
448;delete;D0;true
449;delete;D0;true
450;delete;D0;true
451;delete;D0;true
452;delete;D0;true
453;delete;D0;true
454;delete;D0;true
455;delete;D0;true
456;delete;D0;true
457;delete;D0;true
458;delete;D0;true
459;delete;D0;true
460;delete;D0;true
461;delete;D0;true
462;delete;D0;true
463;delete;D0;true
464;delete;D0;true
465;delete;D0;true
466;delete;D0;true
467;delete;D0;true
468;delete;D0;true
469;delete;D0;true
470;delete;D0;true
471;delete;D0;true
472;delete;D0;true
473;delete;D0;true
474;delete;D0;true
475;delete;D0;true
476;delete;D0;true
477;delete;D0;true
478;delete;D0;true
479;delete;D0;true
480;delete;D0;true
481;delete;D0;true
482;delete;D0;true
483;delete;D0;true
484;delete;D0;true
485;delete;D0;true
486;delete;D0;true
487;delete;D0;true
488;delete;D0;true
489;delete;D0;true
490;delete;D0;true
491;delete;D0;true
492;delete;D0;true
493;delete;D0;true
494;delete;D0;true
495;delete;D0;true
496;delete;D0;true
497;delete;D0;true
498;delete;D0;true
499;delete;D0;true
500;delete;D0;true
501;delete;D0;true
502;delete;D0;true
503;delete;D0;true
504;delete;D0;true
505;delete;D0;true
506;delete;D0;true
507;delete;D0;true
508;delete;D0;true
509;delete;D0;true
510;delete;D0;true
511;delete;D0;true
512;delete;D0;true
513;delete;D0;true
514;delete;D0;true
515;delete;D0;true
516;delete;D0;true
517;delete;D0;true
518;delete;D0;true
519;delete;D0;true
520;delete;D0;true
521;delete;D0;true
522;delete;D0;true
523;delete;D0;true
524;delete;D0;true
525;delete;D0;true
526;delete;D0;true
527;delete;D0;true
528;delete;D0;true
529;delete;D0;true
530;delete;D0;true
531;delete;D0;true
532;delete;D0;true
533;delete;D0;true
534;delete;D0;true
535;delete;D0;true
536;delete;D0;true
537;delete;D0;true
538;delete;D0;true
539;delete;D0;true
540;delete;D0;true
541;delete;D0;true
542;delete;D0;true
543;delete;D0;true
544;delete;D0;true
545;delete;D0;true
546;delete;D0;true
547;delete;D0;true
548;delete;D0;true
549;delete;D0;true
550;delete;D0;true
551;delete;D0;true
552;delete;D0;true
553;delete;D0;true
554;delete;D0;true
555;delete;D0;true
556;delete;D0;true
557;delete;D0;true
558;delete;D0;true
559;delete;D0;true
560;delete;D0;true
561;delete;D0;true
562;delete;D0;true
563;delete;D0;true
564;delete;D0;true
565;delete;D0;true
566;delete;D0;true
567;delete;D0;true
568;delete;D0;true
569;delete;D0;true
570;delete;D0;true
571;delete;D0;true
572;delete;D0;true
573;delete;D0;true
574;delete;D0;true
575;delete;D0;true
576;delete;D0;true
577;delete;D0;true
578;delete;D0;true
579;delete;D0;true
580;delete;D0;true
581;delete;D0;true
582;delete;D0;true
583;delete;D0;true
584;delete;D0;true
585;delete;D0;true
586;delete;D0;true
587;delete;D0;true
588;delete;D0;true
589;delete;D0;true
590;delete;D0;true
591;delete;D0;true
592;delete;D0;true
593;delete;D0;true
594;delete;D0;true
595;delete;D0;true
596;delete;D0;true
597;delete;D0;true
598;delete;D0;true
599;delete;D0;true
600;delete;D0;true
601;delete;D0;true
602;delete;D0;true
603;delete;D0;true
604;delete;D0;true
605;delete;D0;true
606;delete;D0;true
607;delete;D0;true
608;delete;D0;true
609;delete;D0;true
610;delete;D0;true
611;delete;D0;true
612;delete;D0;true
613;delete;D0;true
614;delete;D0;true
615;delete;D0;true
616;delete;D0;true
617;delete;D0;true
618;delete;D0;true
619;delete;D0;true
620;delete;D0;true
621;delete;D0;true
622;delete;D0;true
623;delete;D0;true
624;delete;D0;true
625;delete;D0;true
626;delete;D0;true
627;delete;D0;true
628;delete;D0;true
629;delete;D0;true
630;delete;D0;true
631;delete;D0;true
632;delete;D0;true
633;delete;D0;true
634;delete;D0;true
635;delete;D0;true
636;delete;D0;true
637;delete;D0;true
638;delete;D0;true
639;delete;D0;true
640;delete;D0;true
641;delete;D0;true
642;delete;D0;true
643;delete;D0;true
644;delete;D0;true
645;delete;D0;true
646;delete;D0;true
647;delete;D0;true
648;delete;D0;true
649;delete;D0;true
650;delete;D0;true
651;delete;D0;true
652;delete;D0;true
653;delete;D0;true
654;delete;D0;true
655;delete;D0;true
656;delete;D0;true
657;delete;D0;true
658;delete;D0;true
659;delete;D0;true
660;delete;D0;true
661;delete;D0;true
662;delete;D0;true
663;delete;D0;true
664;delete;D0;true
665;delete;D0;true
666;delete;D0;true
667;delete;D0;true
668;delete;D0;true
669;delete;D0;true
670;delete;D0;true
671;delete;D0;true
672;delete;D0;true
673;delete;D0;true
674;delete;D0;true
675;delete;D0;true
676;delete;D0;true
677;delete;D0;true
678;delete;D0;true
679;delete;D0;true
680;delete;D0;true
681;delete;D0;true
682;delete;D0;true
683;delete;D0;true
684;delete;D0;true
685;delete;D0;true
686;delete;D0;true
687;delete;D0;true
688;delete;D0;true
689;delete;D0;true
690;delete;D0;true
691;delete;D0;true
692;delete;D0;true
693;delete;D0;true
694;delete;D0;true
695;delete;D0;true
696;delete;D0;true
697;delete;D0;true
698;delete;D0;true
699;delete;D0;true
700;delete;D0;true
701;delete;D0;true
702;delete;D0;true
703;delete;D0;true
704;delete;D0;true
705;delete;D0;true
706;delete;D0;true
707;delete;D0;true
708;delete;D0;true
709;delete;D0;true
710;delete;D0;true
711;delete;D0;true
712;delete;D0;true
713;delete;D0;true
714;delete;D0;true
715;delete;D0;true
716;delete;D0;true
717;delete;D0;true
718;delete;D0;true
719;delete;D0;true
720;delete;D0;true
721;delete;D0;true
722;delete;D0;true
723;delete;D0;true
724;delete;D0;true
725;delete;D0;true
726;delete;D0;true
727;delete;D0;true
728;delete;D0;true
729;delete;D0;true
730;delete;D0;true
731;delete;D0;true
732;delete;D0;true
733;delete;D0;true
734;delete;D0;true
735;delete;D0;true
736;delete;D0;true
737;delete;D0;true
738;delete;D0;true
739;delete;D0;true
740;delete;D0;true
741;delete;D0;true
742;delete;D0;true
743;delete;D0;true
744;delete;D0;true
745;delete;D0;true
746;delete;D0;true
747;delete;D0;true
748;delete;D0;true
749;delete;D0;true
750;delete;D0;true
751;delete;D0;true
752;delete;D0;true
753;delete;D0;true
754;delete;D0;true
755;delete;D0;true
756;delete;D0;true
757;delete;D0;true
758;delete;D0;true
759;delete;D0;true
760;delete;D0;true
761;delete;D0;true
762;delete;D0;true
763;delete;D0;true
764;delete;D0;true
765;delete;D0;true
766;delete;D0;true
767;delete;D0;true
768;delete;D0;true
769;delete;D0;true
770;delete;D0;true
771;delete;D0;true
772;delete;D0;true
773;delete;D0;true
774;delete;D0;true
775;delete;D0;true
776;delete;D0;true
777;delete;D0;true
778;delete;D0;true
779;delete;D0;true
780;delete;D0;true
781;delete;D0;true
782;delete;D0;true
783;delete;D0;true
784;delete;D0;true
785;delete;D0;true
786;delete;D0;true
787;delete;D0;true
788;delete;D0;true
789;delete;D0;true
790;delete;D0;true
791;delete;D0;true
792;delete;D0;true
793;delete;D0;true
794;delete;D0;true
795;delete;D0;true
796;delete;D0;true
797;delete;D0;true
798;delete;D0;true
799;delete;D0;true
800;delete;D0;true
801;delete;D0;true
802;delete;D0;true
803;delete;D0;true
804;delete;D0;true
805;delete;D0;true
806;delete;D0;true
807;delete;D0;true
808;delete;D0;true
809;delete;D0;true
810;delete;D0;true
811;delete;D0;true
812;delete;D0;true
813;delete;D0;true
814;delete;D0;true
815;delete;D0;true
816;delete;D0;true
817;delete;D0;true
818;delete;D0;true
819;delete;D0;true
820;delete;D0;true
821;delete;D0;true
822;delete;D0;true
823;delete;D0;true
824;delete;D0;true
825;delete;D0;true
826;delete;D0;true
827;delete;D0;true
828;delete;D0;true
829;delete;D0;true
830;delete;D0;true
831;delete;D0;true
832;delete;D0;true
833;delete;D0;true
834;delete;D0;true
835;delete;D0;true
836;delete;D0;true
837;delete;D0;true
838;delete;D0;true
839;delete;D0;true
840;delete;D0;true
841;delete;D0;true
842;delete;D0;true
843;delete;D0;true
844;delete;D0;true
845;delete;D0;true
846;delete;D0;true
847;delete;D0;true
848;delete;D0;true
849;delete;D0;true
850;delete;D0;true
851;delete;D0;true
852;delete;D0;true
853;delete;D0;true
854;delete;D0;true
855;delete;D0;true
856;delete;D0;true
857;delete;D0;true
858;delete;D0;true
859;delete;D0;true
860;delete;D0;true
861;delete;D0;true
862;delete;D0;true
863;delete;D0;true
864;delete;D0;true
865;delete;D0;true
866;delete;D0;true
867;delete;D0;true
868;delete;D0;true
869;delete;D0;true
870;delete;D0;true
871;delete;D0;true
872;delete;D0;true
873;delete;D0;true
874;delete;D0;true
875;delete;D0;true
876;delete;D0;true
877;delete;D0;true
878;delete;D0;true
879;delete;D0;true
880;delete;D0;true
881;delete;D0;true
882;delete;D0;true
883;delete;D0;true
884;delete;D0;true
885;delete;D0;true
886;delete;D0;true
887;delete;D0;true
888;delete;D0;true
889;delete;D0;true
890;delete;D0;true
891;delete;D0;true
892;delete;D0;true
893;delete;D0;true
894;delete;D0;true
895;delete;D0;true
896;delete;D0;true
897;delete;D0;true
898;delete;D0;true
899;delete;D0;true
900;delete;D0;true
901;delete;D0;true
902;delete;D0;true
903;delete;D0;true
904;delete;D0;true
905;delete;D0;true
906;delete;D0;true
907;delete;D0;true
908;delete;D0;true
909;delete;D0;true
910;delete;D0;true
911;delete;D0;true
912;delete;D0;true
913;delete;D0;true
914;delete;D0;true
915;delete;D0;true
916;delete;D0;true
917;delete;D0;true
918;delete;D0;true
919;delete;D0;true
920;delete;D0;true
921;delete;D0;true
922;delete;D0;true
923;delete;D0;true
924;delete;D0;true
925;delete;D0;true
926;delete;D0;true
927;delete;D0;true
928;delete;D0;true
929;delete;D0;true
930;delete;D0;true
931;delete;D0;true
932;delete;D0;true
933;delete;D0;true
934;delete;D0;true
935;delete;D0;true
936;delete;D0;true
937;delete;D0;true
938;delete;D0;true
939;delete;D0;true
940;delete;D0;true
941;delete;D0;true
942;delete;D0;true
943;delete;D0;true
944;delete;D0;true
945;delete;D0;true
946;delete;D0;true
947;delete;D0;true
948;delete;D0;true
949;delete;D0;true
950;delete;D0;true
951;delete;D0;true
952;delete;D0;true
953;delete;D0;true
954;delete;D0;true
955;delete;D0;true
956;delete;D0;true
957;delete;D0;true
958;delete;D0;true
959;delete;D0;true
960;delete;D0;true
961;delete;D0;true
962;delete;D0;true
963;delete;D0;true
964;delete;D0;true
965;delete;D0;true
966;delete;D0;true
967;delete;D0;true
968;delete;D0;true
969;delete;D0;true
970;delete;D0;true
971;delete;D0;true
972;delete;D0;true
973;delete;D0;true
974;delete;D0;true
975;delete;D0;true
976;delete;D0;true
977;delete;D0;true
978;delete;D0;true
979;delete;D0;true
980;delete;D0;true
981;delete;D0;true
982;delete;D0;true
983;delete;D0;true
984;delete;D0;true
985;delete;D0;true
986;delete;D0;true
987;delete;D0;true
988;delete;D0;true
989;delete;D0;true
990;delete;D0;true
991;delete;D0;true
992;delete;D0;true
993;delete;D0;true
994;delete;D0;true
995;delete;D0;true
996;delete;D0;true
997;delete;D0;true
998;delete;D0;true
999;delete;D0;true
1000;delete;D0;true
